Bait	Prey	PreyGene	Intensity	IntensitySum	AvgIntensity	NumReplicates	ctrlIntensity	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by	PreyGeneID	ctrlIntensitySum	AvgctrlIntensity
MEPCE	gi|15011936|gn|RPS26:6231|	RPS26	3.064	3.064	3.064	1	3.818	.	.	.	.	.	2.287	0.000		6231	3.818	3.818
MEPCE	gi|4503483|gn|EEF2:1938|	EEF2	0.985	0.985	0.985	1	1.440	.	.	.	.	.	2.702	0.000		1938	1.44	1.44
MEPCE	gi|222136639|gn|MTHFD1:4522|	MTHFD1	0.823	0.823	0.823	1	0.805	.	.	.	.	.	-3.788	0.000		4522	0.805	0.805
MEPCE	gi|29788785|gn|TUBB:203068|	TUBB	5.629	5.629	5.629	1	7.145	.	.	.	.	.	2.863	0.000		203068	7.145	7.145
MEPCE	gi|222144293|gn|KPNA1:3836|	KPNA1	0.340	0.340	0.340	1	0.325	.	.	.	.	.	-0.303	0.000		3836	0.325	0.325
MEPCE	gi|4506643|gn|RPL37A:6168|	RPL37A	1.005	1.005	1.005	1	.	.	.	.	.	.	-0.367	0.000		6168	0	0
MEPCE	gi|168229174|gn|RBM27:54439|	RBM27	0.367	0.367	0.367	1	0.263	.	.	.	.	.	-0.274	0.000		54439	0.263	0.263
MEPCE	gi|4503729|gn|FKBP4:2288|	FKBP4	0.890	0.890	0.890	1	1.345	.	.	.	.	.	3.000	0.000		2288	1.345	1.345
MEPCE	gi|21361657|gn|PDIA3:2923|	PDIA3	0.473	0.473	0.473	1	0.577	.	.	.	.	.	-0.861	0.000		2923	0.577	0.577
MEPCE	gi|208431833|gn|PABPC4:8761|	PABPC4	0.417	0.417	0.417	1	3.167	.	.	.	.	.	0.362	0.000		8761	3.167	3.167
MEPCE	gi|4504971|gn|LDB2:9079|	LDB2	1.726	1.726	1.726	1	.	.	.	.	.	.	-0.631	0.000		9079	0	0
MEPCE	gi|4758024|gn|COIL:8161|	COIL	0.543	0.543	0.543	1	.	.	.	.	.	.	-0.198	0.000		8161	0	0
MEPCE	gi|5032027|gn|RBBP4:5928|	RBBP4	0.870	0.870	0.870	1	1.279	.	.	.	.	.	3.541	0.000		5928	1.279	1.279
MEPCE	gi|5803227|gn|YWHAQ:10971|	YWHAQ	2.204	2.204	2.204	1	2.475	.	.	.	.	.	2.433	0.000		10971	2.475	2.475
MEPCE	gi|6005942|gn|VCP:7415|	VCP	2.410	2.410	2.410	1	2.495	.	.	.	.	.	2.637	0.000		7415	2.495	2.495
MEPCE	gi|4506743|gn|RPS8:6202|	RPS8	4.036	4.036	4.036	1	3.677	.	.	.	.	.	3.100	0.000		6202	3.677	3.677
MEPCE	gi|14110407|gn|HNRNPDL:9987|	HNRNPDL	0.424	0.424	0.424	1	0.427	.	.	.	.	.	-0.498	0.000		9987	0.427	0.427
MEPCE	gi|5729953|gn|NUDC:10726|	NUDC	0.749	0.749	0.749	1	0.946	.	.	.	.	.	-13.490	0.000		10726	0.946	0.946
MEPCE	gi|5453682|gn|HEXIM1:10614|	HEXIM1	3.051	3.051	3.051	1	.	.	.	.	.	.	-1.115	0.000		10614	0	0
MEPCE	gi|4506609|gn|RPL19:6143|	RPL19	2.271	2.271	2.271	1	1.266	.	.	.	.	.	9.618	0.000		6143	1.266	1.266
MEPCE	gi|4501881|gn|ACTA1:58|	ACTA1	3.248	3.248	3.248	1	3.968	.	.	.	.	.	2.356	0.000		58	3.968	3.968
MEPCE	gi|303521310|gn|MEPCE:56257|	MEPCE	23.776	23.776	23.776	1	.	.	.	.	.	.	-8.689	0.000		56257	0	0
MEPCE	gi|55749531|gn|SF3B2:10992|	SF3B2	0.492	0.492	0.492	1	0.391	.	.	.	.	.	-0.523	0.000		10992	0.391	0.391
MEPCE	gi|116089325|gn|SREK1:140890|	SREK1	0.420	0.420	0.420	1	0.547	.	.	.	.	.	-0.696	0.000		140890	0.547	0.547
MEPCE	gi|5803036|gn|HNRNPA0:10949|	HNRNPA0	1.935	1.935	1.935	1	1.275	.	.	.	.	.	7.968	0.000		10949	1.275	1.275
MEPCE	gi|5031981|gn|PSMD14:10213|	PSMD14	3.092	3.092	3.092	1	2.421	.	.	.	.	.	3.497	0.000		10213	2.421	2.421
MEPCE	gi|4506649|gn|RPL3:6122|	RPL3	1.684	1.684	1.684	1	.	.	.	.	.	.	-0.616	0.000		6122	0	0
MEPCE	gi|426214088|gn|RCN2:5955|	RCN2	1.307	1.307	1.307	1	1.394	.	.	.	.	.	3.933	0.000		5955	1.394	1.394
MEPCE	gi|33469968|gn|MCM7:4176|	MCM7	0.426	0.426	0.426	1	0.535	.	.	.	.	.	-0.681	0.000		4176	0.535	0.535
MEPCE	gi|94536840|gn|TMCO6:55374|	TMCO6	0.627	0.627	0.627	1	.	.	.	.	.	.	-0.229	0.000		55374	0	0
MEPCE	gi|29029559|gn|CSE1L:1434|	CSE1L	0.166	0.166	0.166	1	0.527	.	.	.	.	.	-0.259	0.000		1434	0.527	0.527
MEPCE	gi|217330646|gn|SUB1:10923|	SUB1	7.370	7.370	7.370	1	5.603	.	.	.	.	.	4.277	0.000		10923	5.603	5.603
MEPCE	gi|48526509|gn|TIMM50:92609|	TIMM50	0.325	0.325	0.325	1	.	.	.	.	.	.	-0.119	0.000		92609	0	0
MEPCE	gi|148839362|gn|LSM14B:149986|	LSM14B	0.302	0.302	0.302	1	.	.	.	.	.	.	-0.110	0.000		149986	0	0
MEPCE	gi|119226260|gn|CHERP:10523|	CHERP	0.311	0.311	0.311	1	0.244	.	.	.	.	.	-0.220	0.000		10523	0.244	0.244
MEPCE	gi|4506711|gn|RPS27:6232|	RPS27	2.759	2.759	2.759	1	3.581	.	.	.	.	.	2.163	0.000		6232	3.581	3.581
MEPCE	gi|38202257|gn|GANAB:23193|	GANAB	1.015	1.015	1.015	1	1.027	.	.	.	.	.	38.498	0.000		23193	1.027	1.027
MEPCE	gi|219555707|gn|EIF5A:1984|	EIF5A	0.506	0.506	0.506	1	0.499	.	.	.	.	.	-0.729	0.000		1984	0.499	0.499
MEPCE	gi|14210536|gn|TUBB6:84617|	TUBB6	1.037	1.037	1.037	1	2.473	.	.	.	.	.	1.145	0.000		84617	2.473	2.473
MEPCE	gi|38146107|gn|RSRC2:65117|	RSRC2	0.523	0.523	0.523	1	0.295	.	.	.	.	.	-0.428	0.000		65117	0.295	0.295
MEPCE	gi|4506181|gn|PSMA2:5683|	PSMA2	1.184	1.184	1.184	1	0.943	.	.	.	.	.	-20.111	0.000		5683	0.943	0.943
MEPCE	gi|217416381|gn|COPRS:55352|	COPRS	2.088	2.088	2.088	1	2.257	.	.	.	.	.	2.566	0.000		55352	2.257	2.257
MEPCE	gi|4506201|gn|PSMB5:5693|	PSMB5	1.376	1.376	1.376	1	1.314	.	.	.	.	.	5.036	0.000		5693	1.314	1.314
MEPCE	gi|156523968|gn|PARP1:142|	PARP1	0.473	0.473	0.473	1	0.254	.	.	.	.	.	-0.345	0.000		142	0.254	0.254
MEPCE	gi|20127499|gn|SRSF6:6431|	SRSF6	0.366	0.366	0.366	1	0.507	.	.	.	.	.	-0.539	0.000		6431	0.507	0.507
MEPCE	gi|4759224|gn|PDCD5:9141|	PDCD5	1.001	1.001	1.001	1	1.305	.	.	.	.	.	3.767	0.000		9141	1.305	1.305
MEPCE	gi|23110925|gn|PSMB6:5694|	PSMB6	1.398	1.398	1.398	1	1.417	.	.	.	.	.	4.010	0.000		5694	1.417	1.417
MEPCE	gi|4506625|gn|RPL27A:6157|	RPL27A	2.049	2.049	2.049	1	1.294	.	.	.	.	.	7.960	0.000		6157	1.294	1.294
MEPCE	gi|19923193|gn|ST13:6767|	ST13	1.357	1.357	1.357	1	1.285	.	.	.	.	.	5.407	0.000		6767	1.285	1.285
MEPCE	gi|4506017|gn|PPP2CA:5515|	PPP2CA	0.356	0.356	0.356	1	0.396	.	.	.	.	.	-0.385	0.000		5515	0.396	0.396
MEPCE	gi|15431301|gn|RPL7:6129|	RPL7	1.601	1.601	1.601	1	.	.	.	.	.	.	-0.585	0.000		6129	0	0
MEPCE	gi|4503513|gn|EIF3I:8668|	EIF3I	1.280	1.280	1.280	1	9.325	.	.	.	.	.	0.573	0.000		8668	9.325	9.325
MEPCE	gi|28373192|gn|ADRM1:11047|	ADRM1	0.393	0.393	0.393	1	0.262	.	.	.	.	.	-0.294	0.000		11047	0.262	0.262
MEPCE	gi|47271406|gn|MEPCE:56257|	MEPCE	20.924	20.924	20.924	1	.	.	.	.	.	.	-7.647	0.000		56257	0	0
MEPCE	gi|320461711|gn|PRDX1:5052|	PRDX1	3.205	3.205	3.205	1	4.031	.	.	.	.	.	2.299	0.000		5052	4.031	4.031
MEPCE	gi|4507947|gn|YARS:8565|	YARS	0.384	0.384	0.384	1	0.566	.	.	.	.	.	-0.673	0.000		8565	0.566	0.566
MEPCE	gi|10716563|gn|CANX:821|	CANX	0.507	0.507	0.507	1	.	.	.	.	.	.	-0.185	0.000		821	0	0
MEPCE	gi|226371750|gn|TUT1:64852|	TUT1	0.099	0.099	0.099	1	.	.	.	.	.	.	-0.036	0.000		64852	0	0
MEPCE	gi|66346679|gn|SERBP1:26135|	SERBP1	2.348	2.348	2.348	1	1.912	.	.	.	.	.	3.623	0.000		26135	1.912	1.912
MEPCE	gi|5453607|gn|CCT7:10574|	CCT7	1.071	1.071	1.071	1	1.041	.	.	.	.	.	26.460	0.000		10574	1.041	1.041
MEPCE	gi|6912488|gn|LSM5:23658|	LSM5	2.637	2.637	2.637	1	0.743	.	.	.	.	.	-8.892	0.000		23658	0.743	0.743
MEPCE	gi|42544159|gn|HSPH1:10808|	HSPH1	0.313	0.313	0.313	1	0.526	.	.	.	.	.	-0.488	0.000		10808	0.526	0.526
MEPCE	gi|5174449|gn|H1FX:8971|	H1FX	1.061	1.061	1.061	1	0.821	.	.	.	.	.	-5.375	0.000		8971	0.821	0.821
MEPCE	gi|23397429|gn|EIF3M:10480|	EIF3M	0.246	0.246	0.246	1	5.063	.	.	.	.	.	0.152	0.000		10480	5.063	5.063
MEPCE	gi|10863977|gn|LSM2:57819|	LSM2	2.257	2.257	2.257	1	.	.	.	.	.	.	-0.825	0.000		57819	0	0
MEPCE	gi|7705706|gn|RPS27L:51065|	RPS27L	2.152	2.152	2.152	1	3.150	.	.	.	.	.	1.876	0.000		51065	3.15	3.15
MEPCE	gi|42558252|gn|CHCHD1:118487|	CHCHD1	0.792	0.792	0.792	1	0.684	.	.	.	.	.	-2.086	0.000		118487	0.684	0.684
MEPCE	gi|209969703|gn|RCC2:55920|	RCC2	0.612	0.612	0.612	1	0.779	.	.	.	.	.	-2.453	0.000		55920	0.779	0.779
MEPCE	gi|29568103|gn|SNRNP70:6625|	SNRNP70	0.124	0.124	0.124	1	0.191	.	.	.	.	.	-0.075	0.000		6625	0.191	0.191
MEPCE	gi|25777602|gn|PSMD2:5708|	PSMD2	0.629	0.629	0.629	1	1.015	.	.	.	.	.	41.074	0.000		5708	1.015	1.015
MEPCE	gi|11136628|gn|EEF1B2:1933|	EEF1B2	1.975	1.975	1.975	1	2.230	.	.	.	.	.	2.462	0.000		1933	2.23	2.23
MEPCE	gi|33350932|gn|DYNC1H1:1778|	DYNC1H1	0.101	0.101	0.101	1	0.089	.	.	.	.	.	-0.042	0.000		1778	0.089	0.089
MEPCE	gi|32189392|gn|PRDX2:7001|	PRDX2	1.880	1.880	1.880	1	2.764	.	.	.	.	.	1.849	0.000		7001	2.764	2.764
MEPCE	gi|4506407|gn|RANBP1:5902|	RANBP1	0.652	0.652	0.652	1	0.970	.	.	.	.	.	-21.618	0.000		5902	0.97	0.97
MEPCE	gi|14269586|gn|MRPS26:64949|	MRPS26	0.310	0.310	0.310	1	.	.	.	.	.	.	-0.113	0.000		64949	0	0
MEPCE	gi|15055539|gn|RPS2:6187|	RPS2	2.639	2.639	2.639	1	3.005	.	.	.	.	.	2.399	0.000		6187	3.005	3.005
MEPCE	gi|148536853|gn|COPA:1314|	COPA	0.535	0.535	0.535	1	0.206	.	.	.	.	.	-0.339	0.000		1314	0.206	0.206
MEPCE	gi|78000181|gn|RPL14:9045|	RPL14	0.851	0.851	0.851	1	.	.	.	.	.	.	-0.311	0.000		9045	0	0
MEPCE	gi|11321591|gn|HMGB2:3148|	HMGB2	0.740	0.740	0.740	1	0.651	.	.	.	.	.	-1.728	0.000		3148	0.651	0.651
MEPCE	gi|4503659|gn|FAU:2197|	FAU	2.878	2.878	2.878	1	3.054	.	.	.	.	.	2.578	0.000		2197	3.054	3.054
MEPCE	gi|14249678|gn|RBM17:84991|	RBM17	0.294	0.294	0.294	1	.	.	.	.	.	.	-0.107	0.000		84991	0	0
MEPCE	gi|68509926|gn|DHX15:1665|	DHX15	0.831	0.831	0.831	1	0.567	.	.	.	.	.	-1.463	0.000		1665	0.567	0.567
MEPCE	gi|14141193|gn|RPS9:6203|	RPS9	3.234	3.234	3.234	1	3.011	.	.	.	.	.	2.934	0.000		6203	3.011	3.011
MEPCE	gi|38327039|gn|HSPA4:3308|	HSPA4	0.606	0.606	0.606	1	0.732	.	.	.	.	.	-1.945	0.000		3308	0.732	0.732
MEPCE	gi|7657015|gn|RTCB:51493|	RTCB	1.187	1.187	1.187	1	1.563	.	.	.	.	.	2.659	0.000		51493	1.563	1.563
MEPCE	gi|20127479|gn|RBM10:8241|	RBM10	1.359	1.359	1.359	1	1.179	.	.	.	.	.	8.265	0.000		8241	1.179	1.179
MEPCE	gi|4503481|gn|EEF1G:1937|	EEF1G	1.307	1.307	1.307	1	1.306	.	.	.	.	.	4.899	0.000		1937	1.306	1.306
MEPCE	gi|4885379|gn|HIST1H1E:3008|	HIST1H1E	4.698	4.698	4.698	1	3.633	.	.	.	.	.	3.642	0.000		3008	3.633	3.633
MEPCE	gi|21070976|gn|DIABLO:56616|	DIABLO	0.864	0.864	0.864	1	0.650	.	.	.	.	.	-2.004	0.000		56616	0.65	0.65
MEPCE	gi|33356163|gn|EIF1AY:9086|	EIF1AY	2.057	2.057	2.057	1	1.562	.	.	.	.	.	4.610	0.000		9086	1.562	1.562
MEPCE	gi|387527972|gn|DCTN2:10540|	DCTN2	1.211	1.211	1.211	1	1.024	.	.	.	.	.	51.871	0.000		10540	1.024	1.024
MEPCE	gi|58761500|gn|OLA1:29789|	OLA1	0.148	0.148	0.148	1	0.399	.	.	.	.	.	-0.162	0.000		29789	0.399	0.399
MEPCE	gi|46367787|gn|PABPC1:26986|	PABPC1	0.398	0.398	0.398	1	4.739	.	.	.	.	.	0.256	0.000		26986	4.739	4.739
MEPCE	gi|4506715|gn|RPS28:6234|	RPS28	4.992	4.992	4.992	1	4.219	.	.	.	.	.	3.467	0.000		6234	4.219	4.219
MEPCE	gi|47419914|gn|WARS:7453|	WARS	0.435	0.435	0.435	1	0.513	.	.	.	.	.	-0.652	0.000		7453	0.513	0.513
MEPCE	gi|60218913|gn|CACYBP:27101|	CACYBP	0.240	0.240	0.240	1	0.466	.	.	.	.	.	-0.315	0.000		27101	0.466	0.466
MEPCE	gi|63162572|gn|CCT3:7203|	CCT3	0.997	0.997	0.997	1	1.381	.	.	.	.	.	3.085	0.000		7203	1.381	1.381
MEPCE	gi|224028244|gn|NONO:4841|	NONO	1.347	1.347	1.347	1	2.317	.	.	.	.	.	1.603	0.000		4841	2.317	2.317
MEPCE	gi|4758796|gn|DRG1:4733|	DRG1	0.244	0.244	0.244	1	0.266	.	.	.	.	.	-0.184	0.000		4733	0.266	0.266
MEPCE	gi|4826860|gn|NHP2L1:4809|	NHP2L1	1.548	1.548	1.548	1	.	.	.	.	.	.	-0.566	0.000		4809	0	0
MEPCE	gi|13514809|gn|DDX3Y:8653|	DDX3Y	1.162	1.162	1.162	1	3.429	.	.	.	.	.	0.943	0.000		8653	3.429	3.429
MEPCE	gi|51173724|gn|BYSL:705|	BYSL	0.428	0.428	0.428	1	0.323	.	.	.	.	.	-0.379	0.000		705	0.323	0.323
MEPCE	gi|9951915|gn|AHCY:191|	AHCY	0.729	0.729	0.729	1	1.428	.	.	.	.	.	2.046	0.000		191	1.428	1.428
MEPCE	P08727	KRT19	0.299	0.299	0.299	1	0.472	.	.	.	.	.	-0.399	0.000		3880	0.472	0.472
MEPCE	gi|17978469|gn|CCNT2:905|	CCNT2	0.639	0.639	0.639	1	.	.	.	.	.	.	-0.233	0.000		905	0	0
MEPCE	sp|BGAL_ECOLI|gn|lacZ:945006|	lacZ	0.315	0.315	0.315	1	0.434	.	.	.	.	.	-0.377	0.000		945006	0.434	0.434
MEPCE	gi|4557237|gn|ACAT1:38|	ACAT1	0.542	0.542	0.542	1	0.371	.	.	.	.	.	-0.547	0.000		38	0.371	0.371
MEPCE	gi|253970500|gn|EWSR1:2130|	EWSR1	2.912	2.912	2.912	1	2.789	.	.	.	.	.	2.839	0.000		2130	2.789	2.789
MEPCE	gi|42741682|gn|ZRANB2:9406|	ZRANB2	0.523	0.523	0.523	1	0.397	.	.	.	.	.	-0.566	0.000		9406	0.397	0.397
MEPCE	gi|4506189|gn|PSMA7:5688|	PSMA7	1.257	1.257	1.257	1	0.873	.	.	.	.	.	-9.245	0.000		5688	0.873	0.873
MEPCE	gi|5031703|gn|G3BP1:10146|	G3BP1	1.139	1.139	1.139	1	2.840	.	.	.	.	.	1.091	0.000		10146	2.84	2.84
MEPCE	gi|4504425|gn|HMGB1:3146|	HMGB1	1.278	1.278	1.278	1	0.887	.	.	.	.	.	-10.691	0.000		3146	0.887	0.887
MEPCE	gi|156713442|gn|PSMA4:5685|	PSMA4	0.737	0.737	0.737	1	1.073	.	.	.	.	.	10.457	0.000		5685	1.073	1.073
MEPCE	gi|23510448|gn|MCM5:4174|	MCM5	0.381	0.381	0.381	1	0.393	.	.	.	.	.	-0.408	0.000		4174	0.393	0.393
MEPCE	gi|322303127|gn|RPS10:6204|	RPS10	2.467	2.467	2.467	1	2.469	.	.	.	.	.	2.729	0.000		6204	2.469	2.469
MEPCE	gi|294832006|gn|PPP2R2A:5520|	PPP2R2A	0.374	0.374	0.374	1	0.215	.	.	.	.	.	-0.243	0.000		5520	0.215	0.215
MEPCE	gi|151301219|gn|PRMT1:3276|	PRMT1	0.503	0.503	0.503	1	0.499	.	.	.	.	.	-0.723	0.000		3276	0.499	0.499
MEPCE	gi|21361144|gn|PSMC3:5702|	PSMC3	0.947	0.947	0.947	1	0.991	.	.	.	.	.	-104.873	0.000		5702	0.991	0.991
MEPCE	gi|156631005|gn|PSMD8:5714|	PSMD8	0.342	0.342	0.342	1	0.358	.	.	.	.	.	-0.333	0.000		5714	0.358	0.358
MEPCE	gi|153792590|gn|HSP90AA1:3320|	HSP90AA1	5.786	5.786	5.786	1	6.561	.	.	.	.	.	3.076	0.000		3320	6.561	6.561
MEPCE	gi|38679892|gn|PIN4:5303|	PIN4	2.877	2.877	2.877	1	2.812	.	.	.	.	.	2.782	0.000		5303	2.812	2.812
MEPCE	gi|5453603|gn|CCT2:10576|	CCT2	1.893	1.893	1.893	1	2.247	.	.	.	.	.	2.339	0.000		10576	2.247	2.247
MEPCE	gi|39930523|gn|C11orf84:144097|	C11orf84	0.705	0.705	0.705	1	0.574	.	.	.	.	.	-1.269	0.000		144097	0.574	0.574
MEPCE	gi|7706425|gn|LSM8:51691|	LSM8	5.014	5.014	5.014	1	0.667	.	.	.	.	.	-12.376	0.000		51691	0.667	0.667
MEPCE	gi|4885375|gn|HIST1H1C:3006|	HIST1H1C	4.597	4.597	4.597	1	3.550	.	.	.	.	.	3.628	0.000		3006	3.55	3.55
MEPCE	gi|170763498|gn|SET:6418|	SET	2.936	2.936	2.936	1	1.758	.	.	.	.	.	5.204	0.000		6418	1.758	1.758
MEPCE	gi|114155144|gn|TPM3:7170|	TPM3	1.296	1.296	1.296	1	1.530	.	.	.	.	.	3.046	0.000		7170	1.53	1.53
MEPCE	gi|422398832|gn|PSMD6:9861|	PSMD6	0.172	0.172	0.172	1	0.546	.	.	.	.	.	-0.285	0.000		9861	0.546	0.546
MEPCE	gi|4506195|gn|PSMB2:5690|	PSMB2	1.221	1.221	1.221	1	1.100	.	.	.	.	.	12.836	0.000		5690	1.1	1.1
MEPCE	gi|4506597|gn|RPL12:6136|	RPL12	1.912	1.912	1.912	1	0.507	.	.	.	.	.	-2.818	0.000		6136	0.507	0.507
MEPCE	gi|89276756|gn|PRPF4B:8899|	PRPF4B	0.183	0.183	0.183	1	.	.	.	.	.	.	-0.067	0.000		8899	0	0
MEPCE	gi|21361576|gn|ZCCHC17:51538|	ZCCHC17	0.486	0.486	0.486	1	0.368	.	.	.	.	.	-0.487	0.000		51538	0.368	0.368
MEPCE	gi|4506209|gn|PSMC2:5701|	PSMC2	1.010	1.010	1.010	1	1.194	.	.	.	.	.	5.690	0.000		5701	1.194	1.194
MEPCE	gi|17978466|gn|CCNT1:904|	CCNT1	1.816	1.816	1.816	1	.	.	.	.	.	.	-0.664	0.000		904	0	0
MEPCE	gi|62414289|gn|VIM:7431|	VIM	0.915	0.915	0.915	1	1.181	.	.	.	.	.	5.498	0.000		7431	1.181	1.181
MEPCE	gi|21735621|gn|MDH2:4191|	MDH2	0.550	0.550	0.550	1	0.724	.	.	.	.	.	-1.703	0.000		4191	0.724	0.724
